# Format : nbPreys, nbPredators, nbTrees, nbTreesBurning, nbGrasses
0,73,1519,12977,0,12508
1,28,1057,12677,0,10018
2,16,882,12536,0,8751
3,13,777,12433,0,8067
4,11,709,12384,0,7629
5,13,676,12344,0,7341
6,8,652,12316,0,7188
7,7,627,12285,1,7089
8,7,627,12266,1,7009
9,7,632,12254,1,6948
10,6,634,12248,1,6900
11,7,632,12238,1,6862
12,8,617,12233,3,6829
13,7,607,12228,3,6793
14,6,606,12224,3,6765
15,7,628,12220,3,6744
16,5,621,12213,5,6728
17,4,606,12212,5,6716
18,6,606,12213,5,6706
19,5,596,12214,5,6701
20,5,584,12215,6,6696
21,4,598,12213,7,6690
22,5,605,12212,8,6689
23,6,575,12210,9,6689
24,4,578,12212,9,6686
25,3,579,12212,9,6682
26,4,587,12211,9,6681
27,6,581,12213,9,6677
28,5,595,12215,9,6676
29,5,604,12216,9,6673
30,4,602,12218,9,6667
31,5,593,12221,9,6660
32,6,597,12220,9,6655
33,6,574,12223,9,6655
34,4,583,12226,9,6655
35,6,585,12226,9,6655
36,6,595,12228,9,6654
37,5,597,12230,9,6654
38,6,583,12231,9,6654
39,6,593,12231,9,6654
40,6,576,12232,9,6654
41,5,596,12233,9,6654
42,5,612,12233,9,6654
43,6,592,12234,9,6654
44,5,587,12237,9,6654
45,5,593,12238,9,6654
46,4,591,12241,9,6654
47,4,589,12241,9,6654
48,5,578,12243,9,6654
49,5,595,12246,9,6654
50,6,586,12253,9,6654
51,4,592,12255,9,6654
52,6,595,12259,9,6654
53,4,595,12260,9,6654
54,3,590,12261,9,6654
55,5,589,12262,9,6654
56,3,606,12266,9,6654
57,4,611,12269,9,6654
58,6,602,12269,9,6654
59,5,601,12271,9,6654
60,5,593,12272,9,6654
61,4,587,12272,9,6654
62,5,587,12272,9,6654
63,5,595,12276,9,6654
64,6,582,12278,9,6654
65,6,584,12281,9,6654
66,6,585,12282,9,6654
67,6,581,12283,9,6654
68,4,576,12284,9,6654
69,6,572,12285,9,6654
70,5,562,12285,9,6654
71,6,554,12286,9,6654
72,4,558,12288,9,6654
73,6,558,12290,9,6654
74,5,562,12292,9,6654
75,5,560,12294,9,6654
76,5,560,12297,9,6654
77,5,559,12298,9,6654
78,6,564,12299,9,6654
79,4,566,12301,9,6654
80,6,559,12304,9,6654
81,5,563,12306,9,6654
82,4,558,12307,9,6654
83,4,553,12309,9,6654
84,6,556,12314,9,6654
85,5,559,12316,9,6654
86,5,547,12316,9,6654
87,4,558,12318,9,6654
88,4,554,12321,8,6654
89,5,557,12322,8,6654
90,5,561,12322,8,6654
91,4,556,12324,8,6654
92,4,550,12326,8,6654
93,5,564,12328,6,6654
94,5,562,12329,6,6654
95,4,549,12332,6,6654
96,5,558,12332,6,6654
97,3,552,12334,4,6654
98,6,542,12335,4,6654
99,5,550,12338,4,6654
100,6,553,12342,4,6654
101,6,556,12343,3,6654
102,6,552,12343,2,6654
103,6,554,12348,1,6654
104,5,554,12348,0,6654
105,4,553,12350,0,6654
106,4,537,12353,0,6654
107,5,554,12355,0,6654
108,5,562,12358,0,6654
109,5,547,12360,0,6654
110,6,554,12361,1,6654
111,6,555,12363,1,6654
112,5,535,12365,1,6654
113,6,540,12365,1,6654
114,4,540,12367,1,6654
115,5,540,12368,1,6654
116,4,542,12369,1,6654
117,6,547,12372,1,6654
118,5,542,12374,1,6654
119,5,552,12375,1,6654
120,5,549,12376,1,6654
121,5,546,12379,1,6654
122,6,552,12381,1,6654
123,3,553,12381,1,6654
124,5,548,12383,1,6654
125,5,547,12384,1,6654
126,6,543,12384,1,6654
127,4,544,12384,1,6654
128,5,544,12386,1,6654
129,5,550,12387,1,6654
130,5,556,12389,1,6654
131,3,551,12391,1,6654
132,4,546,12391,1,6654
133,5,543,12393,1,6654
134,4,547,12396,1,6654
135,6,546,12399,1,6654
136,4,540,12400,1,6654
137,5,538,12403,1,6654
138,5,538,12404,1,6654
139,6,543,12406,1,6654
140,5,535,12410,1,6654
141,6,549,12411,1,6654
142,6,548,12412,1,6654
143,5,548,12414,1,6654
144,4,541,12416,1,6654
145,5,537,12417,1,6654
146,4,542,12417,1,6654
147,6,543,12420,1,6654
148,3,546,12422,1,6654
149,6,541,12425,1,6654
150,4,540,12426,1,6654
151,6,534,12428,1,6654
152,6,548,12429,1,6654
153,5,551,12429,1,6654
154,4,552,12429,1,6654
155,6,553,12432,1,6654
156,5,547,12433,1,6654
157,4,547,12436,1,6654
158,5,538,12437,1,6654
159,4,545,12440,1,6654
160,5,541,12442,1,6654
161,5,549,12442,1,6654
162,4,532,12443,1,6654
163,6,548,12447,1,6654
164,5,546,12448,1,6654
165,5,548,12448,1,6654
166,6,541,12450,1,6654
167,5,540,12452,1,6654
168,4,549,12452,1,6654
169,4,536,12452,1,6654
170,5,540,12455,1,6654
171,6,544,12456,1,6654
172,4,542,12457,1,6654
173,6,548,12458,1,6654
174,5,544,12459,1,6654
175,5,543,12461,1,6654
176,4,539,12461,1,6654
177,5,545,12461,1,6654
178,6,541,12464,2,6654
179,5,548,12464,3,6654
180,5,547,12465,4,6654
181,5,541,12467,4,6654
182,5,538,12468,4,6654
183,5,535,12469,4,6654
184,6,538,12470,5,6654
185,5,541,12472,5,6654
186,6,540,12475,5,6654
187,5,541,12478,5,6654
188,5,539,12480,5,6654
189,4,548,12484,5,6654
190,5,545,12489,5,6654
191,5,532,12490,4,6654
192,5,539,12492,4,6654
193,6,539,12492,4,6654
194,5,548,12495,4,6654
195,4,534,12497,4,6654
196,4,549,12499,4,6654
197,4,557,12500,4,6654
198,6,556,12502,4,6654
199,5,549,12505,4,6654
200,6,546,12508,4,6654
201,6,551,12508,4,6654
202,4,537,12511,4,6654
203,5,537,12512,4,6654
204,5,537,12514,4,6654
205,4,544,12518,4,6654
206,6,538,12520,4,6654
207,4,543,12525,4,6654
208,6,538,12525,4,6654
209,4,538,12526,4,6654
210,5,536,12527,4,6654
211,6,542,12527,4,6654
212,5,546,12530,4,6654
213,6,546,12530,4,6654
214,4,541,12531,4,6654
215,4,546,12530,5,6654
216,6,542,12531,6,6654
217,5,539,12534,6,6654
218,5,542,12537,6,6654
